id,method,nsnp,b,se,CIlower,CIupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,gene,cancer,gene,cell
"PLEKHH2_T cell, CD4, TH2",Wald_ratio,1,0.065738182,0.028275187,NA,NA,0.020075039,NA,NA,NA,NA,NA,NA,NA,0.010318815,0.121157548,1.067947073,1.010372238,1.128802739,0.449738885,PLEKHH2,Squamous cell lung cancer,PLEKHH2,"T cell, CD4, TH2"
"PLEKHH2_T cell, CD4, TH17",Wald_ratio,1,0.066125894,0.027889009,NA,NA,0.017738219,NA,NA,NA,NA,NA,NA,NA,0.011463436,0.120788352,1.068361209,1.011529393,1.128386066,0.447593591,PLEKHH2,Squamous cell lung cancer,PLEKHH2,"T cell, CD4, TH17"
"L3MBTL3_T cell, CD4, TH1",Wald_ratio,1,0.017103782,0.023243254,NA,NA,0.461815883,NA,NA,NA,NA,NA,NA,NA,-0.028452997,0.062660561,1.017250889,0.971947978,1.064665389,0.932667731,L3MBTL3,Squamous cell lung cancer,L3MBTL3,"T cell, CD4, TH1"
"L3MBTL3_T cell, CD4, TH1 TH17",Wald_ratio,1,0.017337243,0.023560517,NA,NA,0.461815883,NA,NA,NA,NA,NA,NA,NA,-0.028841371,0.063515857,1.017488405,0.971570572,1.065576382,0.932667731,L3MBTL3,Squamous cell lung cancer,L3MBTL3,"T cell, CD4, TH1 TH17"
"L3MBTL3_Monocyte, classical",Wald_ratio,1,0.017947195,0.024389414,NA,NA,0.461815883,NA,NA,NA,NA,NA,NA,NA,-0.029856057,0.065750446,1.018109214,0.970585233,1.067960171,0.932667731,L3MBTL3,Squamous cell lung cancer,L3MBTL3,"Monocyte, classical"
"L3MBTL3_B cell, naive",Wald_ratio,1,0.01730645,0.023518671,NA,NA,0.461815883,NA,NA,NA,NA,NA,NA,NA,-0.028790145,0.063403044,1.017457074,0.971620343,1.065456178,0.932667731,L3MBTL3,Squamous cell lung cancer,L3MBTL3,"B cell, naive"
"L3MBTL3_T cell, CD4, memory TREG",Wald_ratio,1,0.016026389,0.021779127,NA,NA,0.461815883,NA,NA,NA,NA,NA,NA,NA,-0.026660699,0.058713477,1.0161555,0.97369156,1.060471348,0.932667731,L3MBTL3,Squamous cell lung cancer,L3MBTL3,"T cell, CD4, memory TREG"
"L3MBTL3_T cell, CD4, TH2",Wald_ratio,1,0.016703613,0.022699443,NA,NA,0.461815883,NA,NA,NA,NA,NA,NA,NA,-0.027787296,0.061194521,1.016843898,0.97259522,1.063105691,0.932667731,L3MBTL3,Squamous cell lung cancer,L3MBTL3,"T cell, CD4, TH2"
"L3MBTL3_T cell, CD4, naive",Wald_ratio,1,0.016319348,0.022177245,NA,NA,0.461815883,NA,NA,NA,NA,NA,NA,NA,-0.027148052,0.059786749,1.016453236,0.973217144,1.061610133,0.932667731,L3MBTL3,Squamous cell lung cancer,L3MBTL3,"T cell, CD4, naive"
"L3MBTL3_T cell, CD4, naive TREG",Wald_ratio,1,0.01615176,0.021949501,NA,NA,0.461815883,NA,NA,NA,NA,NA,NA,NA,-0.026869261,0.059172782,1.016282905,0.973488506,1.060958539,0.932667731,L3MBTL3,Squamous cell lung cancer,L3MBTL3,"T cell, CD4, naive TREG"
"L3MBTL3_T cell, CD4, TH17",Wald_ratio,1,0.016752772,0.022766248,NA,NA,0.461815883,NA,NA,NA,NA,NA,NA,NA,-0.027869074,0.061374617,1.016893886,0.972515687,1.063297169,0.932667731,L3MBTL3,Squamous cell lung cancer,L3MBTL3,"T cell, CD4, TH17"
"L3MBTL3_T cell, CD8, naive",Wald_ratio,1,0.016106038,0.021887366,NA,NA,0.461815883,NA,NA,NA,NA,NA,NA,NA,-0.0267932,0.059005276,1.016236439,0.973562554,1.060780837,0.932667731,L3MBTL3,Squamous cell lung cancer,L3MBTL3,"T cell, CD8, naive"
"L3MBTL3_T cell, CD4, TFH",Wald_ratio,1,0.01680751,0.022840635,NA,NA,0.461815883,NA,NA,NA,NA,NA,NA,NA,-0.027960134,0.061575155,1.016949551,0.972427133,1.063510422,0.932667731,L3MBTL3,Squamous cell lung cancer,L3MBTL3,"T cell, CD4, TFH"
"L3MBTL3_NK cell, CD56dim CD16+",Wald_ratio,1,0.020123234,0.027346551,NA,NA,0.461815883,NA,NA,NA,NA,NA,NA,NA,-0.033476006,0.073722474,1.020327071,0.967078115,1.076508006,0.932667731,L3MBTL3,Squamous cell lung cancer,L3MBTL3,"NK cell, CD56dim CD16+"
"AP003774.1_T cell, CD8, naive",Wald_ratio,1,0.020825592,0.025406696,NA,NA,0.412393364,NA,NA,NA,NA,NA,NA,NA,-0.028971532,0.070622715,1.021043957,0.971444119,1.073176256,0.909371668,AP003774.1,Squamous cell lung cancer,AP003774.1,"T cell, CD8, naive"
"AP003774.1_T cell, CD4, TFH",Wald_ratio,1,0.02178843,0.026581334,NA,NA,0.412393364,NA,NA,NA,NA,NA,NA,NA,-0.030310985,0.073887846,1.022027531,0.970143786,1.076686044,0.909371668,AP003774.1,Squamous cell lung cancer,AP003774.1,"T cell, CD4, TFH"
"AP003774.1_T cell, CD4, naive",Wald_ratio,1,0.022395914,0.027322449,NA,NA,0.412393364,NA,NA,NA,NA,NA,NA,NA,-0.031156087,0.075947915,1.022648585,0.969324263,1.078906377,0.909371668,AP003774.1,Squamous cell lung cancer,AP003774.1,"T cell, CD4, naive"
"AP003774.1_T cell, CD4, TH2",Wald_ratio,1,0.020707366,0.025262464,NA,NA,0.412393364,NA,NA,NA,NA,NA,NA,NA,-0.028807063,0.070221795,1.020923251,0.971603905,1.072746084,0.909371668,AP003774.1,Squamous cell lung cancer,AP003774.1,"T cell, CD4, TH2"
"AP003774.1_NK cell, CD56dim CD16+",Wald_ratio,1,0.021433173,0.026147929,NA,NA,0.412393364,NA,NA,NA,NA,NA,NA,NA,-0.029816769,0.072683114,1.021664513,0.970623366,1.075389707,0.909371668,AP003774.1,Squamous cell lung cancer,AP003774.1,"NK cell, CD56dim CD16+"
"AP003774.1_B cell, naive",Wald_ratio,1,0.022360332,0.02727904,NA,NA,0.412393364,NA,NA,NA,NA,NA,NA,NA,-0.031106587,0.075827251,1.022612198,0.969372245,1.078776201,0.909371668,AP003774.1,Squamous cell lung cancer,AP003774.1,"B cell, naive"
"AP003774.1_T cell, CD4, TH1 TH17",Wald_ratio,1,0.020062454,0.024475687,NA,NA,0.412393364,NA,NA,NA,NA,NA,NA,NA,-0.027909893,0.068034801,1.020265058,0.97247599,1.070402558,0.909371668,AP003774.1,Squamous cell lung cancer,AP003774.1,"T cell, CD4, TH1 TH17"
"AC021860.1_T cell, CD4, naive TREG",Wald_ratio,1,-0.007581812,0.023723093,NA,NA,0.749274397,NA,NA,NA,NA,NA,NA,NA,-0.054079075,0.03891545,0.992446857,0.947357191,1.039682575,0.98076858,AC021860.1,Squamous cell lung cancer,AC021860.1,"T cell, CD4, naive TREG"
"AC021860.1_T cell, CD4, memory TREG",Wald_ratio,1,-0.007351859,0.023003583,NA,NA,0.749274397,NA,NA,NA,NA,NA,NA,NA,-0.052438882,0.037735163,0.992675099,0.948912315,1.038456175,0.98076858,AC021860.1,Squamous cell lung cancer,AC021860.1,"T cell, CD4, memory TREG"
"AC021860.1_T cell, CD4, TH1 TH17",Wald_ratio,1,-0.007738106,0.024212127,NA,NA,0.749274397,NA,NA,NA,NA,NA,NA,NA,-0.055193874,0.039717663,0.992291757,0.946301667,1.040516956,0.98076858,AC021860.1,Squamous cell lung cancer,AC021860.1,"T cell, CD4, TH1 TH17"
"AC021860.1_T cell, CD4, TH17",Wald_ratio,1,-0.007340331,0.022967512,NA,NA,0.749274397,NA,NA,NA,NA,NA,NA,NA,-0.052356655,0.037675992,0.992686543,0.948990344,1.03839473,0.98076858,AC021860.1,Squamous cell lung cancer,AC021860.1,"T cell, CD4, TH17"
"PLEKHH2_T cell, CD4, TFH",Wald_ratio,1,0.055671303,0.025627063,NA,NA,0.029828233,NA,NA,NA,NA,NA,NA,NA,0.005442261,0.105900346,1.057250112,1.005457097,1.111711085,0.532086284,PLEKHH2,Squamous cell lung cancer,PLEKHH2,"T cell, CD4, TFH"
"PLEKHH2_T cell, CD4, TH1 TH17",Wald_ratio,1,0.062939483,0.028972809,NA,NA,0.029828233,NA,NA,NA,NA,NA,NA,NA,0.006152776,0.119726189,1.064962389,1.006171743,1.127188173,0.532086284,PLEKHH2,Squamous cell lung cancer,PLEKHH2,"T cell, CD4, TH1 TH17"
"GGCX_T cell, CD4, TH1",Wald_ratio,1,0.013871804,0.024193394,NA,NA,0.566393143,NA,NA,NA,NA,NA,NA,NA,-0.033547249,0.061290857,1.013968464,0.96700922,1.063208111,0.947173106,GGCX,Squamous cell lung cancer,GGCX,"T cell, CD4, TH1"
"MPHOSPH6_Monocyte, non-classical",Wald_ratio,1,0.005793972,0.033070353,NA,NA,0.860921391,NA,NA,NA,NA,NA,NA,NA,-0.059023921,0.070611865,1.005810789,0.942684219,1.073164612,0.998198605,MPHOSPH6,Squamous cell lung cancer,MPHOSPH6,"Monocyte, non-classical"
"AMT_B cell, naive",Wald_ratio,1,-0.051328424,0.03657617,NA,NA,0.160518554,NA,NA,NA,NA,NA,NA,NA,-0.123017717,0.020360868,0.949966627,0.884247996,1.020569565,0.734784343,AMT,Squamous cell lung cancer,AMT,"B cell, naive"
"UHRF1BP1_T cell, CD4, memory TREG",Wald_ratio,1,0.001998477,0.02638411,NA,NA,0.939621592,NA,NA,NA,NA,NA,NA,NA,-0.049714378,0.053711332,1.002000475,0.951501155,1.055179962,0.998198605,UHRF1BP1,Squamous cell lung cancer,UHRF1BP1,"T cell, CD4, memory TREG"
"UHRF1BP1_T cell, CD4, TFH",Wald_ratio,1,0.001950223,0.02574705,NA,NA,0.939621592,NA,NA,NA,NA,NA,NA,NA,-0.048513996,0.052414441,1.001952126,0.952644006,1.053812395,0.998198605,UHRF1BP1,Squamous cell lung cancer,UHRF1BP1,"T cell, CD4, TFH"
"UHRF1BP1_T cell, CD4, naive TREG",Wald_ratio,1,0.002140912,0.028264554,NA,NA,0.939621592,NA,NA,NA,NA,NA,NA,NA,-0.053257613,0.057539438,1.002143206,0.948135729,1.059227043,0.998198605,UHRF1BP1,Squamous cell lung cancer,UHRF1BP1,"T cell, CD4, naive TREG"
"SPAG1_Monocyte, non-classical",Wald_ratio,1,0.002605501,0.03784414,NA,NA,0.945110452,NA,NA,NA,NA,NA,NA,NA,-0.071569014,0.076780015,1.002608898,0.930932028,1.07980451,0.998198605,SPAG1,Squamous cell lung cancer,SPAG1,"Monocyte, non-classical"
"C10orf32_T cell, CD4, naive activated",Wald_ratio,1,0.064075939,0.033169684,NA,NA,0.053388875,NA,NA,NA,NA,NA,NA,NA,-0.000936642,0.12908852,1.06617336,0.999063797,1.137790837,0.654212928,C10orf32,Squamous cell lung cancer,C10orf32,"T cell, CD4, naive activated"
"RP11-589M4.2_T cell, CD4, TFH",Wald_ratio,1,-0.000131662,0.032344347,NA,NA,0.99675212,NA,NA,NA,NA,NA,NA,NA,-0.063526583,0.063263259,0.999868347,0.938449172,1.065307254,0.999680497,RP11-589M4.2,Squamous cell lung cancer,RP11-589M4.2,"T cell, CD4, TFH"
"MPHOSPH6_B cell, naive",Wald_ratio,1,0.005102262,0.03209333,NA,NA,0.873683048,NA,NA,NA,NA,NA,NA,NA,-0.057800664,0.068005188,1.005115301,0.94383807,1.070370862,0.998198605,MPHOSPH6,Squamous cell lung cancer,MPHOSPH6,"B cell, naive"
"RP1-228P16.1_NK cell, CD56dim CD16+",Wald_ratio,1,-0.05102681,0.035377092,NA,NA,0.149198389,NA,NA,NA,NA,NA,NA,NA,-0.12036591,0.01831229,0.950253194,0.886595963,1.018480988,0.721289196,RP1-228P16.1,Squamous cell lung cancer,RP1-228P16.1,"NK cell, CD56dim CD16+"
"ZFP30_T cell, CD8, naive",Wald_ratio,1,0.059045423,0.03774056,NA,NA,0.117698222,NA,NA,NA,NA,NA,NA,NA,-0.014926074,0.13301692,1.060823425,0.985184767,1.142269325,0.695565859,ZFP30,Squamous cell lung cancer,ZFP30,"T cell, CD8, naive"
"C10orf32_T cell, CD4, naive TREG",Wald_ratio,1,0.053363781,0.026546593,NA,NA,0.044410743,NA,NA,NA,NA,NA,NA,NA,0.001332459,0.105395103,1.054813297,1.001333347,1.111149543,0.618986964,C10orf32,Squamous cell lung cancer,C10orf32,"T cell, CD4, naive TREG"
"TMEM180_T cell, CD4, naive TREG",Wald_ratio,1,0.011039918,0.033799189,NA,NA,0.743945771,NA,NA,NA,NA,NA,NA,NA,-0.055206493,0.077286328,1.011101082,0.946289726,1.080351367,0.98076858,TMEM180,Squamous cell lung cancer,TMEM180,"T cell, CD4, naive TREG"
"CCDC53_Monocyte, non-classical",Wald_ratio,1,0.011622774,0.033851753,NA,NA,0.731340182,NA,NA,NA,NA,NA,NA,NA,-0.054726662,0.077972209,1.011690581,0.946743894,1.081092614,0.977263637,CCDC53,Squamous cell lung cancer,CCDC53,"Monocyte, non-classical"
"RP11-617D20.1_T cell, CD4, TH2",Wald_ratio,1,-0.005983548,0.020264563,NA,NA,0.767786495,NA,NA,NA,NA,NA,NA,NA,-0.04570209,0.033734995,0.994034318,0.955326521,1.034310473,0.98076858,RP11-617D20.1,Squamous cell lung cancer,RP11-617D20.1,"T cell, CD4, TH2"
"AC021860.1_T cell, CD4, TH1",Wald_ratio,1,-0.006603148,0.022362972,NA,NA,0.767786495,NA,NA,NA,NA,NA,NA,NA,-0.050434573,0.037228277,0.993418605,0.950816135,1.03792993,0.98076858,AC021860.1,Squamous cell lung cancer,AC021860.1,"T cell, CD4, TH1"
"RP11-617D20.1_T cell, CD4, naive",Wald_ratio,1,-0.01201762,0.022899287,NA,NA,0.599719977,NA,NA,NA,NA,NA,NA,NA,-0.056900223,0.032864983,0.988054303,0.944688323,1.033411001,0.950280452,RP11-617D20.1,Squamous cell lung cancer,RP11-617D20.1,"T cell, CD4, naive"
"RP11-617D20.1_T cell, CD4, TH1",Wald_ratio,1,-0.012199905,0.023246627,NA,NA,0.599719977,NA,NA,NA,NA,NA,NA,NA,-0.057763295,0.033363484,0.987874212,0.943873341,1.033926287,0.950280452,RP11-617D20.1,Squamous cell lung cancer,RP11-617D20.1,"T cell, CD4, TH1"
"NSUN4_T cell, CD4, TH17",Wald_ratio,1,0.080627869,0.032966573,NA,NA,0.014455272,NA,NA,NA,NA,NA,NA,NA,0.016013387,0.145242352,1.083967444,1.016142288,1.156319772,0.442827453,NSUN4,Squamous cell lung cancer,NSUN4,"T cell, CD4, TH17"
"RP11-617D20.1_T cell, CD4, TH17",Wald_ratio,1,-0.006598592,0.020954395,NA,NA,0.752835675,NA,NA,NA,NA,NA,NA,NA,-0.047669206,0.034472023,0.993423131,0.95344913,1.03507307,0.98076858,RP11-617D20.1,Squamous cell lung cancer,RP11-617D20.1,"T cell, CD4, TH17"
"NSUN2_T cell, CD4, TH1 TH17",Wald_ratio,1,-0.084929444,0.021287442,NA,NA,6.62E-05,NA,NA,NA,NA,NA,NA,NA,-0.126652831,-0.043206058,0.918577093,0.881039489,0.957714026,0.029022649,NSUN2,Squamous cell lung cancer,NSUN2,"T cell, CD4, TH1 TH17"
"NSUN2_T cell, CD4, TFH",Wald_ratio,1,-0.078634433,0.019709607,NA,NA,6.62E-05,NA,NA,NA,NA,NA,NA,NA,-0.117265263,-0.040003604,0.924377784,0.889349251,0.960785977,0.029022649,NSUN2,Squamous cell lung cancer,NSUN2,"T cell, CD4, TFH"
"NSUN2_T cell, CD4, naive TREG",Wald_ratio,1,-0.077146168,0.019336575,NA,NA,6.62E-05,NA,NA,NA,NA,NA,NA,NA,-0.115045856,-0.039246481,0.925754528,0.89132527,0.961513685,0.029022649,NSUN2,Squamous cell lung cancer,NSUN2,"T cell, CD4, naive TREG"
"NSUN2_T cell, CD4, TH2",Wald_ratio,1,-0.082226579,0.020609973,NA,NA,6.62E-05,NA,NA,NA,NA,NA,NA,NA,-0.122622125,-0.041831032,0.921063242,0.884597867,0.959031813,0.029022649,NSUN2,Squamous cell lung cancer,NSUN2,"T cell, CD4, TH2"
"NSUN2_B cell, naive",Wald_ratio,1,-0.078559709,0.019690877,NA,NA,6.62E-05,NA,NA,NA,NA,NA,NA,NA,-0.117153828,-0.039965589,0.924446861,0.889448361,0.960822501,0.029022649,NSUN2,Squamous cell lung cancer,NSUN2,"B cell, naive"
"NSUN2_NK cell, CD56dim CD16+",Wald_ratio,1,-0.090417575,0.022663034,NA,NA,6.62E-05,NA,NA,NA,NA,NA,NA,NA,-0.134837122,-0.045998028,0.91354963,0.873858232,0.955043846,0.029022649,NSUN2,Squamous cell lung cancer,NSUN2,"NK cell, CD56dim CD16+"
"NSUN2_T cell, CD4, memory TREG",Wald_ratio,1,-0.077262532,0.019365742,NA,NA,6.62E-05,NA,NA,NA,NA,NA,NA,NA,-0.115219385,-0.039305678,0.92564681,0.891170613,0.961456768,0.029022649,NSUN2,Squamous cell lung cancer,NSUN2,"T cell, CD4, memory TREG"
"NSUN2_T cell, CD8, naive",Wald_ratio,1,-0.075617361,0.018953382,NA,NA,6.62E-05,NA,NA,NA,NA,NA,NA,NA,-0.112765989,-0.038468732,0.927170911,0.893359691,0.962261792,0.029022649,NSUN2,Squamous cell lung cancer,NSUN2,"T cell, CD8, naive"
"NSUN2_T cell, CD4, naive",Wald_ratio,1,-0.076398877,0.019149268,NA,NA,6.62E-05,NA,NA,NA,NA,NA,NA,NA,-0.113931442,-0.038866312,0.926446595,0.89231913,0.961879293,0.029022649,NSUN2,Squamous cell lung cancer,NSUN2,"T cell, CD4, naive"
"L3MBTL3_T cell, CD8, naive activated",Wald_ratio,1,0.024715314,0.030911276,NA,NA,0.423967763,NA,NA,NA,NA,NA,NA,NA,-0.035870788,0.085301416,1.025023269,0.964764945,1.089045272,0.91415214,L3MBTL3,Squamous cell lung cancer,L3MBTL3,"T cell, CD8, naive activated"
"UHRF1BP1_T cell, CD4, naive",Wald_ratio,1,0.003405434,0.026213918,NA,NA,0.896638123,NA,NA,NA,NA,NA,NA,NA,-0.047973846,0.054784713,1.003411239,0.953158716,1.05631318,0.998198605,UHRF1BP1,Squamous cell lung cancer,UHRF1BP1,"T cell, CD4, naive"
"UHRF1BP1_T cell, CD4, TH2",Wald_ratio,1,0.003318442,0.025544281,NA,NA,0.896638123,NA,NA,NA,NA,NA,NA,NA,-0.04674835,0.053385233,1.003323954,0.954327524,1.054835925,0.998198605,UHRF1BP1,Squamous cell lung cancer,UHRF1BP1,"T cell, CD4, TH2"
"UHRF1BP1_T cell, CD8, naive",Wald_ratio,1,0.004661844,0.035885355,NA,NA,0.896638123,NA,NA,NA,NA,NA,NA,NA,-0.065673451,0.074997139,1.004672727,0.936436607,1.077881067,0.998198605,UHRF1BP1,Squamous cell lung cancer,UHRF1BP1,"T cell, CD8, naive"
"TUBA1C_Monocyte, non-classical",Wald_ratio,1,-0.046008767,0.039859207,NA,NA,0.248384556,NA,NA,NA,NA,NA,NA,NA,-0.124132812,0.032115279,0.95503359,0.883262525,1.032636539,0.814588237,TUBA1C,Squamous cell lung cancer,TUBA1C,"Monocyte, non-classical"
"TMEM180_T cell, CD8, naive",Wald_ratio,1,0.006816833,0.030319432,NA,NA,0.822108562,NA,NA,NA,NA,NA,NA,NA,-0.052609253,0.06624292,1.006840121,0.948750662,1.068486242,0.987629794,TMEM180,Squamous cell lung cancer,TMEM180,"T cell, CD8, naive"
"TMEM180_T cell, CD4, naive",Wald_ratio,1,0.014210316,0.03165684,NA,NA,0.653513799,NA,NA,NA,NA,NA,NA,NA,-0.04783709,0.076257722,1.014311763,0.953289075,1.079240683,0.96587966,TMEM180,Squamous cell lung cancer,TMEM180,"T cell, CD4, naive"
"TMEM180_T cell, CD4, memory TREG",Wald_ratio,1,0.014489083,0.032277858,NA,NA,0.653513799,NA,NA,NA,NA,NA,NA,NA,-0.048775518,0.077753684,1.014594558,0.952394901,1.080856394,0.96587966,TMEM180,Squamous cell lung cancer,TMEM180,"T cell, CD4, memory TREG"
"TMEM180_T cell, CD4, TFH",Wald_ratio,1,0.01354179,0.03016754,NA,NA,0.653513799,NA,NA,NA,NA,NA,NA,NA,-0.045586588,0.072670169,1.013633896,0.95543687,1.075375786,0.96587966,TMEM180,Squamous cell lung cancer,TMEM180,"T cell, CD4, TFH"
"TMEM180_NK cell, CD56dim CD16+",Wald_ratio,1,0.016187698,0.036061925,NA,NA,0.653513799,NA,NA,NA,NA,NA,NA,NA,-0.054493676,0.086869072,1.016319429,0.946964498,1.09075386,0.96587966,TMEM180,Squamous cell lung cancer,TMEM180,"NK cell, CD56dim CD16+"
"DNMT3B_T cell, CD4, naive",Wald_ratio,1,-0.034187337,0.028515542,NA,NA,0.230566104,NA,NA,NA,NA,NA,NA,NA,-0.0900778,0.021703126,0.966390447,0.913860084,1.021940352,0.804881604,DNMT3B,Squamous cell lung cancer,DNMT3B,"T cell, CD4, naive"
"DNMT3B_T cell, CD8, naive",Wald_ratio,1,-0.037293175,0.031106112,NA,NA,0.230566104,NA,NA,NA,NA,NA,NA,NA,-0.098261154,0.023674803,0.963393651,0.906412159,1.023957276,0.804881604,DNMT3B,Squamous cell lung cancer,DNMT3B,"T cell, CD8, naive"
"SLC41A1_T cell, CD4, memory TREG",Wald_ratio,1,-0.087953385,0.036176771,NA,NA,0.015048424,NA,NA,NA,NA,NA,NA,NA,-0.158859857,-0.017046914,0.915803566,0.853115909,0.983097563,0.442827453,SLC41A1,Squamous cell lung cancer,SLC41A1,"T cell, CD4, memory TREG"
"SLC41A1_B cell, naive",Wald_ratio,1,-0.09149369,0.037632961,NA,NA,0.015048424,NA,NA,NA,NA,NA,NA,NA,-0.165254294,-0.017733087,0.912567074,0.847678118,0.982423219,0.442827453,SLC41A1,Squamous cell lung cancer,SLC41A1,"B cell, naive"
"PM20D1_T cell, CD4, memory TREG",Wald_ratio,1,0.045752466,0.026593543,NA,NA,0.08535337,NA,NA,NA,NA,NA,NA,NA,-0.006370878,0.097875809,1.046815256,0.993649373,1.102825816,0.679972433,PM20D1,Squamous cell lung cancer,PM20D1,"T cell, CD4, memory TREG"
"PM20D1_T cell, CD8, naive activated",Wald_ratio,1,0.064770555,0.036962789,NA,NA,0.079719167,NA,NA,NA,NA,NA,NA,NA,-0.007676511,0.137217621,1.066914198,0.992352878,1.147077749,0.679972433,PM20D1,Squamous cell lung cancer,PM20D1,"T cell, CD8, naive activated"
"PM20D1_T cell, CD4, TH17",Wald_ratio,1,0.017810567,0.026446532,NA,NA,0.500657436,NA,NA,NA,NA,NA,NA,NA,-0.034024635,0.069645769,1.017970121,0.966547694,1.072128332,0.937513523,PM20D1,Squamous cell lung cancer,PM20D1,"T cell, CD4, TH17"
"PM20D1_T cell, CD4, naive activated",Wald_ratio,1,0.022028073,0.032709017,NA,NA,0.500657436,NA,NA,NA,NA,NA,NA,NA,-0.042081599,0.086137745,1.022272482,0.958791541,1.089956454,0.937513523,PM20D1,Squamous cell lung cancer,PM20D1,"T cell, CD4, naive activated"
"PM20D1_B cell, naive",Wald_ratio,1,0.017423423,0.02587167,NA,NA,0.500657436,NA,NA,NA,NA,NA,NA,NA,-0.03328505,0.068131896,1.017576096,0.967262802,1.070506494,0.937513523,PM20D1,Squamous cell lung cancer,PM20D1,"B cell, naive"
"SLC41A1_T cell, CD4, TH17",Wald_ratio,1,-0.002681468,0.032836685,NA,NA,0.934916495,NA,NA,NA,NA,NA,NA,NA,-0.06704137,0.061678434,0.997322124,0.935156513,1.063620265,0.998198605,SLC41A1,Squamous cell lung cancer,SLC41A1,"T cell, CD4, TH17"
"SLC41A1_NK cell, CD56dim CD16+",Wald_ratio,1,-0.002619711,0.032080417,NA,NA,0.934916495,NA,NA,NA,NA,NA,NA,NA,-0.065497328,0.060257907,0.997383718,0.936601549,1.062110437,0.998198605,SLC41A1,Squamous cell lung cancer,SLC41A1,"NK cell, CD56dim CD16+"
"SLC41A1_T cell, CD8, naive",Wald_ratio,1,-0.029055218,0.029796592,NA,NA,0.329501319,NA,NA,NA,NA,NA,NA,NA,-0.087456539,0.029346103,0.971362826,0.916258692,1.029780943,0.862499984,SLC41A1,Squamous cell lung cancer,SLC41A1,"T cell, CD8, naive"
"SLC41A1_Monocyte, non-classical",Wald_ratio,1,-0.032673005,0.03350669,NA,NA,0.329501319,NA,NA,NA,NA,NA,NA,NA,-0.098346117,0.033000108,0.967854992,0.906335151,1.033550651,0.862499984,SLC41A1,Squamous cell lung cancer,SLC41A1,"Monocyte, non-classical"
"ZSCAN23_B cell, naive",Wald_ratio,1,0.003975807,0.02771869,NA,NA,0.885947308,NA,NA,NA,NA,NA,NA,NA,-0.050352825,0.058304439,1.003983721,0.950893866,1.060037664,0.998198605,ZSCAN23,Squamous cell lung cancer,ZSCAN23,"B cell, naive"
"RP11-6L6.2_T cell, CD4, naive",Wald_ratio,1,-0.023948309,0.023733952,NA,NA,0.312959449,NA,NA,NA,NA,NA,NA,NA,-0.070466856,0.022570237,0.976336176,0.931958628,1.022826872,0.854121046,RP11-6L6.2,Squamous cell lung cancer,RP11-6L6.2,"T cell, CD4, naive"
"RP11-53O19.3_T cell, CD4, naive",Wald_ratio,1,0.043400412,0.037634546,NA,NA,0.24882554,NA,NA,NA,NA,NA,NA,NA,-0.030363299,0.117164123,1.044355984,0.970093036,1.124303939,0.814588237,RP11-53O19.3,Squamous cell lung cancer,RP11-53O19.3,"T cell, CD4, naive"
"SLC41A1_Monocyte, classical",Wald_ratio,1,-0.029623576,0.029968814,NA,NA,0.32291759,NA,NA,NA,NA,NA,NA,NA,-0.088362452,0.0291153,0.970810902,0.915429018,1.029543294,0.860481853,SLC41A1,Squamous cell lung cancer,SLC41A1,"Monocyte, classical"
"PM20D1_T cell, CD4, TH2",Wald_ratio,1,0.02510127,0.025393805,NA,NA,0.32291759,NA,NA,NA,NA,NA,NA,NA,-0.024670588,0.074873129,1.02541896,0.975631244,1.077747407,0.860481853,PM20D1,Squamous cell lung cancer,PM20D1,"T cell, CD4, TH2"
"PM20D1_T cell, CD4, TH1 TH17",Wald_ratio,1,0.02477468,0.025063409,NA,NA,0.32291759,NA,NA,NA,NA,NA,NA,NA,-0.024349601,0.073898962,1.025084123,0.975944459,1.076698012,0.860481853,PM20D1,Squamous cell lung cancer,PM20D1,"T cell, CD4, TH1 TH17"
"PM20D1_T cell, CD4, TH1",Wald_ratio,1,0.026827644,0.027140298,NA,NA,0.32291759,NA,NA,NA,NA,NA,NA,NA,-0.02636734,0.080022628,1.027190745,0.973977243,1.08331158,0.860481853,PM20D1,Squamous cell lung cancer,PM20D1,"T cell, CD4, TH1"
"PM20D1_T cell, CD4, naive TREG",Wald_ratio,1,0.024714537,0.025002565,NA,NA,0.32291759,NA,NA,NA,NA,NA,NA,NA,-0.02429049,0.073719564,1.025022473,0.97600215,1.076504873,0.860481853,PM20D1,Squamous cell lung cancer,PM20D1,"T cell, CD4, naive TREG"
"PM20D1_T cell, CD4, naive",Wald_ratio,1,0.025843758,0.026144946,NA,NA,0.32291759,NA,NA,NA,NA,NA,NA,NA,-0.025400336,0.077087853,1.026180604,0.974919538,1.080136965,0.860481853,PM20D1,Squamous cell lung cancer,PM20D1,"T cell, CD4, naive"
"ZFP30_T cell, CD4, TH1 TH17",Wald_ratio,1,0.067477316,0.036069042,NA,NA,0.061375296,NA,NA,NA,NA,NA,NA,NA,-0.003218006,0.138172638,1.069805992,0.996787167,1.148173752,0.679972433,ZFP30,Squamous cell lung cancer,ZFP30,"T cell, CD4, TH1 TH17"
